long,lat,group,order,region,subregion
-86.67705535888672,30.446979522705078,335,13883,florida,okaloosa
-86.75727081298828,30.446979522705078,335,13884,florida,okaloosa
-86.80310821533203,30.446979522705078,335,13885,florida,okaloosa
-86.79737091064453,30.773563385009766,335,13886,florida,okaloosa
-86.79737091064453,31.008474349975586,335,13887,florida,okaloosa
-86.40203857421875,30.446979522705078,336,13889,florida,okaloosa
-86.40203857421875,30.401142120361328,336,13890,florida,okaloosa
-86.43640899658203,30.412599563598633,336,13891,florida,okaloosa
-86.47651672363281,30.4183292388916,336,13892,florida,okaloosa
-86.49371337890625,30.4183292388916,336,13893,florida,okaloosa
-86.510894775390625,30.429786682128906,336,13894,florida,okaloosa
-86.510894775390625,30.446979522705078,336,13895,florida,okaloosa
-86.50516510009766,30.446979522705078,336,13896,florida,okaloosa
-86.47651672363281,30.446979522705078,336,13897,florida,okaloosa
-86.43067932128906,30.441247940063477,336,13898,florida,okaloosa
-86.40203857421875,30.446979522705078,336,13899,florida,okaloosa
-81.13082122802734,27.645212173461914,337,13901,florida,okeechobee
-80.86726379394531,27.639484405517578,337,13902,florida,okeechobee
-80.77559661865234,27.639484405517578,337,13903,florida,okeechobee
-80.76985931396484,27.55927085876465,337,13904,florida,okeechobee
-80.672454833984375,27.553539276123047,337,13905,florida,okeechobee
-80.672454833984375,27.20403480529785,337,13906,florida,okeechobee
-80.67818450927734,27.13528060913086,337,13907,florida,okeechobee
-80.77559661865234,27.20403480529785,337,13908,florida,okeechobee
-80.79277801513672,27.21549415588379,337,13909,florida,okeechobee
-80.83861541748047,27.20403480529785,337,13910,florida,okeechobee
-80.8500747680664,27.20403480529785,337,13911,florida,okeechobee
-80.86153411865234,27.21549415588379,337,13912,florida,okeechobee
-80.86153411865234,27.17538833618164,337,13913,florida,okeechobee
-80.87299346923828,27.152469635009766,337,13914,florida,okeechobee
-80.89018249511719,27.17538833618164,337,13915,florida,okeechobee
-80.9073715209961,27.186847686767578,337,13916,florida,okeechobee
-80.93601989746094,27.192575454711914,337,13917,florida,okeechobee
-80.95320892333984,27.20403480529785,337,13918,florida,okeechobee
-80.96466827392578,27.238412857055664,337,13919,florida,okeechobee
-80.987579345703125,27.244142532348633,337,13920,florida,okeechobee
-80.9933090209961,27.2498722076416,337,13921,florida,okeechobee
-81.00477600097656,27.289979934692383,337,13922,florida,okeechobee
-81.02196502685547,27.312898635864258,337,13923,florida,okeechobee
-81.0276870727539,27.35300636291504,337,13924,florida,okeechobee
-81.11363220214844,27.410301208496094,337,13925,florida,okeechobee
-81.1823959350586,27.473325729370117,337,13926,florida,okeechobee
-81.18812561035156,27.496244430541992,337,13927,florida,okeechobee
-81.1766586303711,27.530622482299805,337,13928,florida,okeechobee
-81.1823959350586,27.54207992553711,337,13929,florida,okeechobee
-81.1766586303711,27.564998626708984,337,13930,florida,okeechobee
-81.15946960449219,27.564998626708984,337,13931,florida,okeechobee
-81.14228820800781,27.564998626708984,337,13932,florida,okeechobee
-81.13082122802734,27.645212173461914,337,13933,florida,okeechobee
-81.64076232910156,28.33849334716797,338,13935,florida,orange
-81.64076232910156,28.550485610961914,338,13936,florida,orange
-81.61783599853516,28.590595245361328,338,13937,florida,orange
-81.60065460205078,28.61924171447754,338,13938,florida,orange
-81.61210632324219,28.642160415649414,338,13939,florida,orange
-81.64076232910156,28.665077209472656,338,13940,florida,orange
-81.6350326538086,28.773941040039062,338,13941,florida,orange
-81.3943862915039,28.773941040039062,338,13942,florida,orange
-81.40010833740234,28.751022338867188,338,13943,florida,orange
-81.41157531738281,28.716646194458008,338,13944,florida,orange
-81.43449401855469,28.699453353881836,338,13945,florida,orange
-81.4459457397461,28.693727493286133,338,13946,florida,orange
-81.4459457397461,28.630701065063477,338,13947,florida,orange
-81.31990051269531,28.630701065063477,338,13948,florida,orange
-81.31417083740234,28.602052688598633,338,13949,florida,orange
-80.98185729980469,28.602052688598633,338,13950,florida,orange
-80.94747161865234,28.596323013305664,338,13951,florida,orange
-80.93029022216797,28.556217193603516,338,13952,florida,orange
-80.9417495727539,28.544757843017578,338,13953,florida,orange
-80.93601989746094,28.521839141845703,338,13954,florida,orange
-80.87872314453125,28.487462997436523,338,13955,florida,orange
-80.87299346923828,28.470272064208984,338,13956,florida,orange
-80.88445281982422,28.45308494567871,338,13957,florida,orange
-80.88445281982422,28.435895919799805,338,13958,florida,orange
-80.89018249511719,28.41297721862793,338,13959,florida,orange
-80.86726379394531,28.36713981628418,338,13960,florida,orange
-80.86153411865234,28.332763671875,338,13961,florida,orange
-81.64076232910156,28.33849334716797,338,13962,florida,orange
-80.86726379394531,27.639484405517578,339,13964,florida,osceola
-81.13082122802734,27.645212173461914,339,13965,florida,osceola
-81.125091552734375,27.67386245727539,339,13966,florida,osceola
-81.13655853271484,27.71396827697754,339,13967,florida,osceola
-81.16519927978516,27.736886978149414,339,13968,florida,osceola
-81.16519927978516,27.759803771972656,339,13969,florida,osceola
-81.1766586303711,27.78272247314453,339,13970,florida,osceola
-81.216766357421875,27.822830200195312,339,13971,florida,osceola
-81.25114440917969,27.84001922607422,339,13972,florida,osceola
-81.27406311035156,27.851478576660156,339,13973,florida,osceola
-81.29698181152344,27.88585662841797,339,13974,florida,osceola
-81.29698181152344,27.903043746948242,339,13975,florida,osceola
-81.33135986328125,27.925962448120117,339,13976,florida,osceola
-81.33708953857422,27.943151473999023,339,13977,florida,osceola
-81.3600082397461,27.96034049987793,339,13978,florida,osceola
-81.38292694091797,27.9660701751709,339,13979,florida,osceola
-81.38292694091797,27.977529525756836,339,13980,florida,osceola
-81.36573791503906,27.988988876342773,339,13981,florida,osceola
-81.3600082397461,28.006175994873047,339,13982,florida,osceola
-81.3600082397461,28.01190757751465,339,13983,florida,osceola
-81.38292694091797,28.057743072509766,339,13984,florida,osceola
-81.37146759033203,28.074932098388672,339,13985,florida,osceola
-81.4688720703125,28.069202423095703,339,13986,florida,osceola
-81.577728271484375,28.252548217773438,339,13987,florida,osceola
-81.64076232910156,28.252548217773438,339,13988,florida,osceola
-81.64076232910156,28.33849334716797,339,13989,florida,osceola
-80.86153411865234,28.332763671875,339,13990,florida,osceola
-80.87299346923828,27.811370849609375,339,13991,florida,osceola
-80.87872314453125,27.805641174316406,339,13992,florida,osceola
-80.88445281982422,27.725427627563477,339,13993,florida,osceola
-80.86726379394531,27.719697952270508,339,13994,florida,osceola
-80.86726379394531,27.639484405517578,339,13995,florida,osceola
-80.0880355834961,26.31595230102539,340,13997,florida,palm beach
-80.87872314453125,26.333139419555664,340,13998,florida,palm beach
-80.87872314453125,26.734210968017578,340,13999,florida,palm beach
-80.88445281982422,26.745670318603516,340,14000,florida,palm beach
-80.94747161865234,26.76858901977539,340,14001,florida,palm beach
-80.9417495727539,27.100902557373047,340,14002,florida,palm beach
-80.91883087158203,27.123821258544922,340,14003,florida,palm beach
-80.89018249511719,27.13528060913086,340,14004,florida,palm beach
-80.87299346923828,27.152469635009766,340,14005,florida,palm beach
-80.86153411865234,27.17538833618164,340,14006,florida,palm beach
-80.86153411865234,27.21549415588379,340,14007,florida,palm beach
-80.8500747680664,27.20403480529785,340,14008,florida,palm beach
-80.83861541748047,27.20403480529785,340,14009,florida,palm beach
-80.79277801513672,27.21549415588379,340,14010,florida,palm beach
-80.77559661865234,27.20403480529785,340,14011,florida,palm beach
-80.67818450927734,27.13528060913086,340,14012,florida,palm beach
-80.65526580810547,27.100902557373047,340,14013,florida,palm beach
-80.64954376220703,27.077985763549805,340,14014,florida,palm beach
-80.65526580810547,27.05506706237793,340,14015,florida,palm beach
-80.626617431640625,27.00922966003418,340,14016,florida,palm beach
-80.61515808105469,26.96912384033203,340,14017,florida,palm beach
-80.60943603515625,26.946205139160156,340,14018,florida,palm beach
-80.15106964111328,26.946205139160156,340,14019,florida,palm beach
-80.15106964111328,26.957664489746094,340,14020,florida,palm beach
-80.082305908203125,26.957664489746094,340,14021,florida,palm beach
-80.07085418701172,26.911828994750977,340,14022,florida,palm beach
-80.05366516113281,26.831613540649414,340,14023,florida,palm beach
-80.04793548583984,26.76285743713379,340,14024,florida,palm beach
-80.04219818115234,26.68264389038086,340,14025,florida,palm beach
-80.04793548583984,26.6081600189209,340,14026,florida,palm beach
-80.05939483642578,26.51648712158203,340,14027,florida,palm beach
-80.07658386230469,26.40189552307129,340,14028,florida,palm beach
-80.0880355834961,26.31595230102539,340,14029,florida,palm beach
-82.10485076904297,28.172334671020508,341,14031,florida,pasco
-82.65489196777344,28.16660499572754,341,14032,florida,pasco
-82.798126220703125,28.172334671020508,341,14033,florida,pasco
-82.798126220703125,28.189523696899414,341,14034,florida,pasco
-82.77521514892578,28.212440490722656,341,14035,florida,pasco
-82.74083709716797,28.269737243652344,341,14036,florida,pasco
-82.735107421875,28.275466918945312,341,14037,florida,pasco
-82.72937774658203,28.304115295410156,341,14038,florida,pasco
-82.72937774658203,28.344223022460938,341,14039,florida,pasco
-82.71791076660156,28.37287139892578,341,14040,florida,pasco
-82.70645904541016,28.395788192749023,341,14041,florida,pasco
-82.70072937011719,28.4187068939209,341,14042,florida,pasco
-82.68354034423828,28.441625595092773,341,14043,florida,pasco
-82.26527404785156,28.441625595092773,341,14044,florida,pasco
-82.259552001953125,28.476003646850586,341,14045,florida,pasco
-82.05901336669922,28.476003646850586,341,14046,florida,pasco
-82.05901336669922,28.304115295410156,341,14047,florida,pasco
-82.05901336669922,28.252548217773438,341,14048,florida,pasco
-82.10485076904297,28.24681854248047,341,14049,florida,pasco
-82.10485076904297,28.172334671020508,341,14050,florida,pasco
-82.65489196777344,28.01190757751465,342,14052,florida,pinellas
-82.6606216430664,28.01190757751465,342,14053,florida,pinellas
-82.67781066894531,28.023366928100586,342,14054,florida,pinellas
-82.68354034423828,28.04055404663086,342,14055,florida,pinellas
-82.69499969482422,28.046283721923828,342,14056,florida,pinellas
-82.70072937011719,28.04055404663086,342,14057,florida,pinellas
-82.70645904541016,28.00044822692871,342,14058,florida,pinellas
-82.70645904541016,27.977529525756836,342,14059,florida,pinellas
-82.71791076660156,27.9660701751709,342,14060,florida,pinellas
-82.72937774658203,27.96034049987793,342,14061,florida,pinellas
-82.72937774658203,27.937421798706055,342,14062,florida,pinellas
-82.71791076660156,27.93169403076172,342,14063,florida,pinellas
-82.67207336425781,27.92023468017578,342,14064,florida,pinellas
-82.65489196777344,27.891584396362305,342,14065,florida,pinellas
-82.63197326660156,27.88585662841797,342,14066,florida,pinellas
-82.6262435913086,27.87439727783203,342,14067,florida,pinellas
-82.63770294189453,27.862937927246094,342,14068,florida,pinellas
-82.63770294189453,27.857208251953125,342,14069,florida,pinellas
-82.63197326660156,27.83428955078125,342,14070,florida,pinellas
-82.63197326660156,27.805641174316406,342,14071,florida,pinellas
-82.63770294189453,27.788454055786133,342,14072,florida,pinellas
-82.63770294189453,27.776994705200195,342,14073,florida,pinellas
-82.63770294189453,27.74834442138672,342,14074,florida,pinellas
-82.6434326171875,27.725427627563477,342,14075,florida,pinellas
-82.6606216430664,27.719697952270508,342,14076,florida,pinellas
-82.68354034423828,27.719697952270508,342,14077,florida,pinellas
-82.69499969482422,27.731157302856445,342,14078,florida,pinellas
-82.70072937011719,27.742616653442383,342,14079,florida,pinellas
-82.71791076660156,27.74834442138672,342,14080,florida,pinellas
-82.735107421875,27.75407600402832,342,14081,florida,pinellas
-82.7522964477539,27.765535354614258,342,14082,florida,pinellas
-82.75801849365234,27.776994705200195,342,14083,florida,pinellas
-82.76948547363281,27.83428955078125,342,14084,florida,pinellas
-82.77521514892578,27.845748901367188,342,14085,florida,pinellas
-82.78667449951172,27.851478576660156,342,14086,florida,pinellas
-82.8038558959961,27.851478576660156,342,14087,florida,pinellas
-82.80958557128906,27.83428955078125,342,14088,florida,pinellas
-82.82105255126953,27.83428955078125,342,14089,florida,pinellas
-82.8267822265625,27.84001922607422,342,14090,florida,pinellas
-82.843963623046875,27.868667602539062,342,14091,florida,pinellas
-82.84969329833984,27.903043746948242,342,14092,florida,pinellas
-82.84969329833984,27.925962448120117,342,14093,florida,pinellas
-82.83251190185547,27.96034049987793,342,14094,florida,pinellas
-82.8038558959961,28.01190757751465,342,14095,florida,pinellas
-82.78667449951172,28.052013397216797,342,14096,florida,pinellas
-82.78667449951172,28.092121124267578,342,14097,florida,pinellas
-82.78667449951172,28.12649917602539,342,14098,florida,pinellas
-82.798126220703125,28.172334671020508,342,14099,florida,pinellas
-82.65489196777344,28.16660499572754,342,14100,florida,pinellas
-82.65489196777344,28.01190757751465,342,14101,florida,pinellas
-81.95014953613281,28.33849334716797,343,14103,florida,polk
-81.86421203613281,28.33849334716797,343,14104,florida,polk
-81.86421203613281,28.355680465698242,343,14105,florida,polk
-81.79545593261719,28.349952697753906,343,14106,florida,polk
-81.78972625732422,28.344223022460938,343,14107,florida,polk
-81.64076232910156,28.33849334716797,343,14108,florida,polk
-81.64076232910156,28.252548217773438,343,14109,florida,polk
-81.577728271484375,28.252548217773438,343,14110,florida,polk
-81.4688720703125,28.069202423095703,343,14111,florida,polk
-81.37146759033203,28.074932098388672,343,14112,florida,polk
-81.38292694091797,28.057743072509766,343,14113,florida,polk
-81.3600082397461,28.01190757751465,343,14114,florida,polk
-81.3600082397461,28.006175994873047,343,14115,florida,polk
-81.36573791503906,27.988988876342773,343,14116,florida,polk
-81.38292694091797,27.977529525756836,343,14117,florida,polk
-81.38292694091797,27.9660701751709,343,14118,florida,polk
-81.3600082397461,27.96034049987793,343,14119,florida,polk
-81.33708953857422,27.943151473999023,343,14120,florida,polk
-81.33135986328125,27.925962448120117,343,14121,florida,polk
-81.29698181152344,27.903043746948242,343,14122,florida,polk
-81.29698181152344,27.88585662841797,343,14123,florida,polk
-81.27406311035156,27.851478576660156,343,14124,florida,polk
-81.25114440917969,27.84001922607422,343,14125,florida,polk
-81.216766357421875,27.822830200195312,343,14126,florida,polk
-81.1766586303711,27.78272247314453,343,14127,florida,polk
-81.16519927978516,27.759803771972656,343,14128,florida,polk
-81.16519927978516,27.736886978149414,343,14129,florida,polk
-81.13655853271484,27.71396827697754,343,14130,florida,polk
-81.125091552734375,27.67386245727539,343,14131,florida,polk
-81.13082122802734,27.645212173461914,343,14132,florida,polk
-81.56626892089844,27.645212173461914,343,14133,florida,polk
-82.05901336669922,27.645212173461914,343,14134,florida,polk
-82.05901336669922,28.16660499572754,343,14135,florida,polk
-82.10485076904297,28.172334671020508,343,14136,florida,polk
-82.10485076904297,28.24681854248047,343,14137,florida,polk
-82.05901336669922,28.252548217773438,343,14138,florida,polk
-82.05901336669922,28.304115295410156,343,14139,florida,polk
-82.04182434082031,28.304115295410156,343,14140,florida,polk
-82.030364990234375,28.315574645996094,343,14141,florida,polk
-82.01890563964844,28.315574645996094,343,14142,florida,polk
-82.00172424316406,28.315574645996094,343,14143,florida,polk
-81.97306823730469,28.304115295410156,343,14144,florida,polk
-81.95014953613281,28.309844970703125,343,14145,florida,polk
-81.95014953613281,28.315574645996094,343,14146,florida,polk
-81.95014953613281,28.33849334716797,343,14147,florida,polk
-81.6636734008789,29.329710006713867,344,14149,florida,putnam
-81.65794372558594,29.341167449951172,344,14150,florida,putnam
-81.68087005615234,29.364086151123047,344,14151,florida,putnam
-81.74961853027344,29.364086151123047,344,14152,florida,putnam
-81.74961853027344,29.4213809967041,344,14153,florida,putnam
-81.78399658203125,29.4213809967041,344,14154,florida,putnam
-81.78399658203125,29.478679656982422,344,14155,florida,putnam
-81.83556365966797,29.478679656982422,344,14156,florida,putnam
-81.83556365966797,29.5130558013916,344,14157,florida,putnam
-82.01890563964844,29.495868682861328,344,14158,florida,putnam
-82.03609466552734,29.478679656982422,344,14159,florida,putnam
-82.05329132080078,29.472949981689453,344,14160,florida,putnam
-82.04756164550781,29.71932029724121,344,14161,florida,putnam
-82.01317596435547,29.742238998413086,344,14162,florida,putnam
-81.9902572631836,29.742238998413086,344,14163,florida,putnam
-81.94441986083984,29.742238998413086,344,14164,florida,putnam
-81.9329605102539,29.75369644165039,344,14165,florida,putnam
-81.9215087890625,29.776615142822266,344,14166,florida,putnam
-81.892852783203125,29.788076400756836,344,14167,florida,putnam
-81.8470230102539,29.79953384399414,344,14168,florida,putnam
-81.806915283203125,29.822452545166016,344,14169,florida,putnam
-81.5719985961914,29.822452545166016,344,14170,florida,putnam
-81.531890869140625,29.76515769958496,344,14171,florida,putnam
-81.52616119384766,29.75369644165039,344,14172,florida,putnam
-81.52616119384766,29.621919631958008,344,14173,florida,putnam
-81.52616119384766,29.495868682861328,344,14174,florida,putnam
-81.50325012207031,29.472949981689453,344,14175,florida,putnam
-81.486053466796875,29.455760955810547,344,14176,florida,putnam
-81.4803237915039,29.409923553466797,344,14177,florida,putnam
-81.45741271972656,29.392736434936523,344,14178,florida,putnam
-81.42303466796875,29.392736434936523,344,14179,florida,putnam
-81.4459457397461,29.381275177001953,344,14180,florida,putnam
-81.5376205444336,29.352628707885742,344,14181,florida,putnam
-81.65221405029297,29.318248748779297,344,14182,florida,putnam
-81.6636734008789,29.329710006713867,344,14183,florida,putnam
-81.5719985961914,29.822452545166016,345,14185,florida,st johns
-81.59492492675781,29.902667999267578,345,14186,florida,st johns
-81.58919525146484,29.937044143676758,345,14187,florida,st johns
-81.60065460205078,29.9656925201416,345,14188,florida,st johns
-81.669403076171875,30.022987365722656,345,14189,florida,st johns
-81.669403076171875,30.04590606689453,345,14190,florida,st johns
-81.6636734008789,30.074556350708008,345,14191,florida,st johns
-81.6636734008789,30.09174346923828,345,14192,florida,st johns
-81.6636734008789,30.114662170410156,345,14193,florida,st johns
-81.6350326538086,30.114662170410156,345,14194,florida,st johns
-81.623565673828125,30.114662170410156,345,14195,florida,st johns
-81.59492492675781,30.114662170410156,345,14196,florida,st johns
-81.55481719970703,30.097475051879883,345,14197,florida,st johns
-81.5376205444336,30.09174346923828,345,14198,florida,st johns
-81.531890869140625,30.086013793945312,345,14199,florida,st johns
-81.43449401855469,30.086013793945312,345,14200,florida,st johns
-81.42876434326172,30.246440887451172,345,14201,florida,st johns
-81.36573791503906,30.246440887451172,345,14202,florida,st johns
-81.3542709350586,30.189146041870117,345,14203,florida,st johns
-81.33135986328125,30.097475051879883,345,14204,florida,st johns
-81.29125213623047,29.9656925201416,345,14205,florida,st johns
-81.27979278564453,29.91985511779785,345,14206,florida,st johns
-81.29125213623047,29.879749298095703,345,14207,florida,st johns
-81.2683334350586,29.862560272216797,345,14208,florida,st johns
-81.25114440917969,29.833911895751953,345,14209,florida,st johns
-81.25114440917969,29.788076400756836,345,14210,florida,st johns
-81.24541473388672,29.725051879882812,345,14211,florida,st johns
-81.23395538330078,29.702133178710938,345,14212,florida,st johns
-81.2110366821289,29.690671920776367,345,14213,florida,st johns
-81.19957733154297,29.67348289489746,345,14214,florida,st johns
-81.19957733154297,29.644838333129883,345,14215,florida,st johns
-81.25114440917969,29.650564193725586,345,14216,florida,st johns
-81.29125213623047,29.644838333129883,345,14217,florida,st johns
-81.308441162109375,29.650564193725586,345,14218,florida,st johns
-81.31990051269531,29.644838333129883,345,14219,florida,st johns
-81.31417083740234,29.62764549255371,345,14220,florida,st johns
-81.52616119384766,29.621919631958008,345,14221,florida,st johns
-81.52616119384766,29.75369644165039,345,14222,florida,st johns
-81.531890869140625,29.76515769958496,345,14223,florida,st johns
-81.5719985961914,29.822452545166016,345,14224,florida,st johns
-80.33441162109375,27.54781150817871,346,14226,florida,st lucie
-80.32868194580078,27.50770378112793,346,14227,florida,st lucie
-80.32868194580078,27.46759796142578,346,14228,florida,st lucie
-80.311492919921875,27.43321990966797,346,14229,florida,st lucie
-80.2713851928711,27.35300636291504,346,14230,florida,st lucie
-80.24274444580078,27.29570960998535,346,14231,florida,st lucie
-80.2140884399414,27.25560188293457,346,14232,florida,st lucie
-80.28857421875,27.25560188293457,346,14233,florida,st lucie
-80.28857421875,27.20403480529785,346,14234,florida,st lucie
-80.672454833984375,27.20403480529785,346,14235,florida,st lucie
-80.672454833984375,27.553539276123047,346,14236,florida,st lucie
-80.33441162109375,27.54781150817871,346,14237,florida,st lucie
-86.79737091064453,31.008474349975586,347,14239,florida,santa rosa
-86.79737091064453,30.773563385009766,347,14240,florida,santa rosa
-86.80310821533203,30.446979522705078,347,14241,florida,santa rosa
-86.8775863647461,30.435518264770508,347,14242,florida,santa rosa
-86.95207977294922,30.429786682128906,347,14243,florida,santa rosa
-87.02655792236328,30.412599563598633,347,14244,florida,santa rosa
-87.078125,30.401142120361328,347,14245,florida,santa rosa
-87.11823272705078,30.395410537719727,347,14246,florida,santa rosa
-87.14115142822266,30.383953094482422,347,14247,florida,santa rosa
-87.16407012939453,30.383953094482422,347,14248,florida,santa rosa
-87.18125915527344,30.383953094482422,347,14249,florida,santa rosa
-87.1869888305664,30.389680862426758,347,14250,florida,santa rosa
-87.1869888305664,30.395410537719727,347,14251,florida,santa rosa
-87.17552947998047,30.401142120361328,347,14252,florida,santa rosa
-87.15833282470703,30.4183292388916,347,14253,florida,santa rosa
-87.12396240234375,30.424060821533203,347,14254,florida,santa rosa
-87.078125,30.435518264770508,347,14255,florida,santa rosa
-87.055206298828125,30.435518264770508,347,14256,florida,santa rosa
-87.02082824707031,30.446979522705078,347,14257,florida,santa rosa
-86.98645782470703,30.475624084472656,347,14258,florida,santa rosa
-86.97499084472656,30.481355667114258,347,14259,florida,santa rosa
-86.97499084472656,30.49854278564453,347,14260,florida,santa rosa
-86.98072052001953,30.5100040435791,347,14261,florida,santa rosa
-87.0036392211914,30.515731811523438,347,14262,florida,santa rosa
-87.01509857177734,30.53291893005371,347,14263,florida,santa rosa
-87.01509857177734,30.550111770629883,347,14264,florida,santa rosa
-87.01509857177734,30.573026657104492,347,14265,florida,santa rosa
-87.02082824707031,30.584487915039062,347,14266,florida,santa rosa
-87.03229522705078,30.584487915039062,347,14267,florida,santa rosa
-87.04947662353516,30.561569213867188,347,14268,florida,santa rosa
-87.07239532470703,30.515731811523438,347,14269,florida,santa rosa
-87.078125,30.492813110351562,347,14270,florida,santa rosa
-87.08958435058594,30.487085342407227,347,14271,florida,santa rosa
-87.10677337646484,30.487085342407227,347,14272,florida,santa rosa
-87.12396240234375,30.492813110351562,347,14273,florida,santa rosa
-87.12396240234375,30.5100040435791,347,14274,florida,santa rosa
-87.11823272705078,30.538650512695312,347,14275,florida,santa rosa
-87.12969207763672,30.550111770629883,347,14276,florida,santa rosa
-87.146881103515625,30.561569213867188,347,14277,florida,santa rosa
-87.1697998046875,30.584487915039062,347,14278,florida,santa rosa
-87.1869888305664,30.59021759033203,347,14279,florida,santa rosa
-87.20417022705078,30.59021759033203,347,14280,florida,santa rosa
-87.19844818115234,30.567298889160156,347,14281,florida,santa rosa
-87.22709655761719,30.573026657104492,347,14282,florida,santa rosa
-87.24427795410156,30.595945358276367,347,14283,florida,santa rosa
-87.2786636352539,30.647512435913086,347,14284,florida,santa rosa
-87.29011535644531,30.70480728149414,347,14285,florida,santa rosa
-87.29584503173828,30.721996307373047,347,14286,florida,santa rosa
-87.31304168701172,30.721996307373047,347,14287,florida,santa rosa
-87.324493408203125,30.756376266479492,347,14288,florida,santa rosa
-87.324493408203125,30.802209854125977,347,14289,florida,santa rosa
-87.30731201171875,30.836589813232422,347,14290,florida,santa rosa
-87.31304168701172,30.865236282348633,347,14291,florida,santa rosa
-87.31304168701172,30.893884658813477,347,14292,florida,santa rosa
-87.2786636352539,30.945449829101562,347,14293,florida,santa rosa
-87.25574493408203,30.968368530273438,347,14294,florida,santa rosa
-87.22136688232422,30.979829788208008,347,14295,florida,santa rosa
-87.18125915527344,31.008474349975586,347,14296,florida,santa rosa
-86.79737091064453,31.008474349975586,347,14297,florida,santa rosa
-82.213714599609375,27.198307037353516,348,14299,florida,sarasota
-82.213714599609375,27.100902557373047,348,14300,florida,sarasota
-82.05329132080078,27.100902557373047,348,14301,florida,sarasota
-82.05329132080078,27.032148361206055,348,14302,florida,sarasota
-82.27101135253906,27.037878036499023,348,14303,florida,sarasota
-82.27101135253906,26.940475463867188,348,14304,florida,sarasota
-82.345489501953125,26.940475463867188,348,14305,florida,sarasota
-82.36268615722656,26.951934814453125,348,14306,florida,sarasota
-82.3855972290039,26.96912384033203,348,14307,florida,sarasota
-82.40852355957031,26.997770309448242,348,14308,florida,sarasota
-82.42570495605469,27.032148361206055,348,14309,florida,sarasota
-82.46581268310547,27.077985763549805,348,14310,florida,sarasota
-82.4772720336914,27.100902557373047,348,14311,florida,sarasota
-82.4772720336914,27.118093490600586,348,14312,florida,sarasota
-82.47154235839844,27.152469635009766,348,14313,florida,sarasota
-82.483001708984375,27.18111801147461,348,14314,florida,sarasota
-82.51737976074219,27.226953506469727,348,14315,florida,sarasota
-82.54603576660156,27.30143928527832,348,14316,florida,sarasota
-82.56321716308594,27.347274780273438,348,14317,florida,sarasota
-82.56321716308594,27.38738250732422,348,14318,florida,sarasota
-82.437164306640625,27.38738250732422,348,14319,florida,sarasota
-82.43143463134766,27.38165283203125,348,14320,florida,sarasota
-82.27674102783203,27.38165283203125,348,14321,florida,sarasota
-82.27101135253906,27.209766387939453,348,14322,florida,sarasota
-82.213714599609375,27.198307037353516,348,14323,florida,sarasota
-80.98185729980469,28.602052688598633,349,14325,florida,seminole
-81.31417083740234,28.602052688598633,349,14326,florida,seminole
-81.31990051269531,28.630701065063477,349,14327,florida,seminole
-81.4459457397461,28.630701065063477,349,14328,florida,seminole
-81.4459457397461,28.693727493286133,349,14329,florida,seminole
-81.43449401855469,28.699453353881836,349,14330,florida,seminole
-81.41157531738281,28.716646194458008,349,14331,florida,seminole
-81.40010833740234,28.751022338867188,349,14332,florida,seminole
-81.3943862915039,28.773941040039062,349,14333,florida,seminole
-81.3943862915039,28.81404685974121,349,14334,florida,seminole
-81.38865661621094,28.831235885620117,349,14335,florida,seminole
-81.36573791503906,28.842697143554688,349,14336,florida,seminole
-81.34281921386719,28.85988426208496,349,14337,florida,seminole
-81.33135986328125,28.82550621032715,349,14338,florida,seminole
-81.31417083740234,28.819778442382812,349,14339,florida,seminole
-81.24541473388672,28.819778442382812,349,14340,florida,seminole
-81.216766357421875,28.808317184448242,349,14341,florida,seminole
-81.19957733154297,28.785398483276367,349,14342,florida,seminole
-81.1766586303711,28.773941040039062,349,14343,florida,seminole
-81.16519927978516,28.773941040039062,349,14344,florida,seminole
-81.15946960449219,28.76820945739746,349,14345,florida,seminole
-81.11363220214844,28.773941040039062,349,14346,florida,seminole
-81.10790252685547,28.785398483276367,349,14347,florida,seminole
-81.10790252685547,28.802587509155273,349,14348,florida,seminole
-81.09645080566406,28.808317184448242,349,14349,florida,seminole
-81.079254150390625,28.802587509155273,349,14350,florida,seminole
-81.05061340332031,28.785398483276367,349,14351,florida,seminole
-81.04488372802734,28.773941040039062,349,14352,florida,seminole
-81.04488372802734,28.739564895629883,349,14353,florida,seminole
-81.02196502685547,28.716646194458008,349,14354,florida,seminole
-81.01050567626953,28.693727493286133,349,14355,florida,seminole
-80.987579345703125,28.65361976623535,349,14356,florida,seminole
-80.98185729980469,28.602052688598633,349,14357,florida,seminole
-81.94441986083984,28.951557159423828,350,14359,florida,sumter
-81.95014953613281,28.33849334716797,350,14360,florida,sumter
-81.95014953613281,28.315574645996094,350,14361,florida,sumter
-81.95014953613281,28.309844970703125,350,14362,florida,sumter
-81.97306823730469,28.304115295410156,350,14363,florida,sumter
-82.00172424316406,28.315574645996094,350,14364,florida,sumter
-82.01890563964844,28.315574645996094,350,14365,florida,sumter
-82.030364990234375,28.315574645996094,350,14366,florida,sumter
-82.04182434082031,28.304115295410156,350,14367,florida,sumter
-82.05901336669922,28.304115295410156,350,14368,florida,sumter
-82.05901336669922,28.476003646850586,350,14369,florida,sumter
-82.05901336669922,28.527568817138672,350,14370,florida,sumter
